inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value,year
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,111529531.46,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,2667261.86,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,436853.85,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,290834.93,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,source_mmbtu,12412.12,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,source_mmbtu,75818850.58,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,source_mmbtu,9782106.06,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,source_mmbtu,5557523.85,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,75818850.58,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,source_mmbtu,5557523.85,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,9782106.06,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,9782106.06,2009
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,source_mmbtu,0.0,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,source_mmbtu,161203766.88,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,source_mmbtu,1502457.96,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,source_mmbtu,1898.08,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,source_mmbtu,3949607.44,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,source_mmbtu,1738517.98,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,source_mmbtu,9304.86,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,source_mmbtu,17165098.16,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,source_mmbtu,951983.09,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,source_mmbtu,19050207.3,2009
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,source_mmbtu,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,source_mmbtu,0.0,2009
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,source_mmbtu,0.0,2009
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,source_mmbtu,753622.89,2009
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,9304.86,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,9304.86,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,1898.08,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2009
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,source_mmbtu,0.0,2009
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,source_mmbtu,7309712.4,2009
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,source_mmbtu,1529013.78,2009
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,source_mmbtu,1529013.78,2009
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,source_mmbtu,1529013.78,2009
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,source_mmbtu,20728848.18,2009
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,source_mmbtu,190204.26,2009
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,20728848.18,2009
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,source_mmbtu,606826.57,2009
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,source_mmbtu,0.0,2009
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,source_mmbtu,26017.99,2009
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,source_mmbtu,0.0,2009
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,source_mmbtu,0.0,2009
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,source_mmbtu,0.0,2009
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,source_mmbtu,0.0,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,1547564.31,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,849014.49,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,2295659.23,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,30.29,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,tco2e_20_yr_gwp,5032723.57,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,7539503.82,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,tco2e_20_yr_gwp,386165.87,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,4738704.45,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,271586.66,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,5977146.05,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,851518.24,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,876951.6,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,151531.02,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,281700.32,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,7.62,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,tco2e_20_yr_gwp,8250985.11,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,5647489.4,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,tco2e_20_yr_gwp,839063.22,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,7768950.42,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,590104.92,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,4477200.33,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,637832.46,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,tco2e_20_yr_gwp,202173.78,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,tco2e_20_yr_gwp,32647.9,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,tco2e_20_yr_gwp,21752.36,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,1.35,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,tco2e_20_yr_gwp,2920255.35,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,tco2e_20_yr_gwp,495333.74,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,tco2e_20_yr_gwp,251718.97,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,2749649.73,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,tco2e_20_yr_gwp,177031.48,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_20_yr_gwp,392689.25,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_20_yr_gwp,55943.43,2009
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,tco2e_20_yr_gwp,638433.19,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,10709505.33,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,tco2e_20_yr_gwp,109071.18,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,tco2e_20_yr_gwp,73.11,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,263322.44,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,126250.17,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,474.97,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,1245832.87,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,tco2e_20_yr_gwp,62646.13,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,1265163.01,2009
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,tco2e_20_yr_gwp,0.0,2009
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,tco2e_20_yr_gwp,54747.01,2009
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,tco2e_20_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,90.39,2009
