inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,cy_2008_tco2e_100_yr_gwp,0.0
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,cy_2008_tco2e_100_yr_gwp,45607.88
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,cy_2008_tco2e_100_yr_gwp,0.0
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,cy_2008_tco2e_100_yr_gwp,1916.62
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,cy_2008_tco2e_100_yr_gwp,1931650.06
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,cy_2008_tco2e_100_yr_gwp,3621.78
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,cy_2008_tco2e_100_yr_gwp,334418.34
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,cy_2008_tco2e_100_yr_gwp,79711.56
Total,Total,Total,Total,Total,Total,Total,cy_2008_tco2e_100_yr_gwp,57696896.6
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,cy_2008_source_mmbtu,18273694.95
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,cy_2008_source_mmbtu,9463280.83
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,cy_2008_source_mmbtu,26888169.84
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,cy_2008_source_mmbtu,183751.21
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,cy_2008_source_mmbtu,125981004.97
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,cy_2008_source_mmbtu,151589666.98
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,cy_2008_source_mmbtu,8894117.74
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,cy_2008_source_mmbtu,125981004.97
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,cy_2008_source_mmbtu,8894117.74
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,cy_2008_source_mmbtu,151589666.98
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,cy_2008_source_mmbtu,151589666.98
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,cy_2008_source_mmbtu,10355075.99
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,cy_2008_source_mmbtu,1688994.28
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,cy_2008_source_mmbtu,3299447.0
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,cy_2008_source_mmbtu,46255.36
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,cy_2008_source_mmbtu,227568838.77
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,cy_2008_source_mmbtu,108067325.48
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,cy_2008_source_mmbtu,19427087.49
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,cy_2008_source_mmbtu,227568838.77
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,cy_2008_source_mmbtu,19427087.49
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,cy_2008_source_mmbtu,108067325.48
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,cy_2008_source_mmbtu,108067325.48
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,cy_2008_source_mmbtu,2387275.26
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,cy_2008_source_mmbtu,363899.87
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,cy_2008_source_mmbtu,254777.0
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,cy_2008_source_mmbtu,8211.31
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,cy_2008_source_mmbtu,76916372.6
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,cy_2008_source_mmbtu,11614795.23
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,cy_2008_source_mmbtu,5828126.25
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,cy_2008_source_mmbtu,76916372.6
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,cy_2008_source_mmbtu,5828126.25
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,cy_2008_source_mmbtu,11614795.23
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,cy_2008_source_mmbtu,11614795.23
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,cy_2008_source_mmbtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,cy_2008_source_mmbtu,164154550.71
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,cy_2008_source_mmbtu,1388838.21
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,cy_2008_source_mmbtu,1437.58
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,cy_2008_source_mmbtu,4198752.34
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,cy_2008_source_mmbtu,1775060.39
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,cy_2008_source_mmbtu,7537.84
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,cy_2008_source_mmbtu,18758843.22
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,cy_2008_source_mmbtu,949414.44
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,cy_2008_source_mmbtu,19303514.02
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,cy_2008_source_mmbtu,727347.91
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,cy_2008_source_mmbtu,7537.84
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,cy_2008_source_mmbtu,7537.84
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,cy_2008_source_mmbtu,1437.58
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,cy_2008_source_mmbtu,0.0
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,cy_2008_source_mmbtu,0.0
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,cy_2008_source_mmbtu,7392582.69
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,cy_2008_source_mmbtu,1588150.77
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,cy_2008_source_mmbtu,1588150.77
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,cy_2008_source_mmbtu,1588150.77
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,cy_2008_source_mmbtu,19428841.25
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,cy_2008_source_mmbtu,196352.34
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,cy_2008_source_mmbtu,19428841.25
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,cy_2008_source_mmbtu,603954.55
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,cy_2008_source_mmbtu,0.0
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,cy_2008_source_mmbtu,27680.79
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,cy_2008_source_mmbtu,0.0
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,cy_2008_source_mmbtu,0.0
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,cy_2008_source_mmbtu,0.0
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,cy_2008_source_mmbtu,0.0
Total,Total,Total,Total,Total,Total,Total,cy_2008_source_mmbtu,2079383806.71
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,1385114.09
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,707230.26
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,2011041.65
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,cy_2008_tco2e_20_yr_gwp,20.04
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,cy_2008_tco2e_20_yr_gwp,5520314.03
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,7676003.18
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,cy_2008_tco2e_20_yr_gwp,373356.24
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,cy_2008_tco2e_20_yr_gwp,4888683.41
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,cy_2008_tco2e_20_yr_gwp,303381.65
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,6085359.61
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,866934.6
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,784896.63
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,126225.55
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,246774.9
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,cy_2008_tco2e_20_yr_gwp,5.04
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,cy_2008_tco2e_20_yr_gwp,9971752.92
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,5472174.66
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,cy_2008_tco2e_20_yr_gwp,815508.01
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,cy_2008_tco2e_20_yr_gwp,8830791.66
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,cy_2008_tco2e_20_yr_gwp,662665.15
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,4338214.81
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,618032.25
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,180951.29
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,27195.75
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,cy_2008_tco2e_20_yr_gwp,19055.49
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,cy_2008_tco2e_20_yr_gwp,0.9
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,cy_2008_tco2e_20_yr_gwp,3370369.46
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,cy_2008_tco2e_20_yr_gwp,588135.11
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,cy_2008_tco2e_20_yr_gwp,244652.4
